X,Y,ID,FSGName,TonsPerWeek,TYPE1,TYPE2,TYPE3,Address,Town,County,Zip,Phone,Website,Facebook,Active
468400.507658913,181904.984723159,3079,SUNRISE CAFE,0.441,Food Establishment,Restaurant,,88 FOREST DRIVE,WARREN,WASHINGTON,05674,,,,1
469637.31079154,182876.963166284,3080,ALLYN'S LODGE,0.05,Food Establishment,Caterer,,LINCOLN PEAK,WARREN,WASHINGTON,05674,8025836832,https://www.sugarbush.com/dining/allyns-lodge/,,1
468335.958074319,181794.181269738,3082,WAFFLE CABIN,0.05,Food Establishment,Caterer,,SUGARBUSH RESORT,WARREN,WASHINGTON,05674,,,,1
468529.75972156,182159.926874114,3083,PIZZA SOUL,0.105,Food Establishment,Restaurant,,76 SUGARBUSH VILLAGE DR,WARREN,WASHINGTON,05673,8027938879,,,1
479537.052394603,204239.315987687,3084,CHAMPLAIN FARMS,0.18,Food Establishment,Convenience Store,,1 N MAIN ST,WATERBURY,WASHINGTON,05676,8022448351,http://www.champlainfarms.com/,,1
479950.848262804,203949.132497613,3085,KEURIG GREEN MOUNTAIN,,Food Manufacturer,Food Processor,,151 PILGRIM PARK RD,WATERBURY,WASHINGTON,05676,8028822488,,,1
480458.957361921,203180.895300485,3086,DEPOT BEVERAGE,0.18,Food Establishment,Grocery,,1 RIVER RD,WATERBURY,WASHINGTON,05676,(802) 244-7689,,,1
479918.811747658,203904.784455601,3087,GREEN MOUNTAIN COFFEE ROASTERS VISITORS CENTER & CAFE,0.42,Food Establishment,Restaurant,,1 ROTARIAN PLACE,WATERBURY,WASHINGTON,05676,802-882-2700,,,1
479536.878499731,204183.758538119,3088,WATERBURY WINGS,0.26,Food Establishment,Restaurant,,1 S MAIN ST,WATERBURY,WASHINGTON,05676,(802) 244-1418,,,1
479536.878499731,204183.758538119,3089,RESERVOIR,1.029,Food Establishment,Restaurant,,1 S MAIN ST,WATERBURY,WASHINGTON,05676,8022447827,http://www.waterburyreservoir.com/,,1
479576.786797897,204194.745345415,3090,CORK,0.2415,Food Establishment,Restaurant,,1 STOWE STREET,WATERBURY,WASHINGTON,05676,,,,1
486137.39682884,210477.816024487,3091,KIM MOST CATERING,0.05,Food Establishment,Caterer,,1002 SWEET ROAD,WATERBURY,WASHINGTON,05677,,,,1
480585.659330597,205558.398299869,3092,FAIRFIELD INN & SUITES,0.26,Food Establishment,Lodging,,1017 WATERBURY STOWE RD,WATERBURY,WASHINGTON,05676,8028647444,,,1
480609.347651336,205480.546695078,3093,THAI SMILE,0.2205,Food Establishment,Restaurant,,1024 WATERBURY STOWE RD,WATERBURY,WASHINGTON,05676,8028828275,,https://www.facebook.com/ThaiSmileVT/?ref=py_c,1
479902.110266625,203660.3808518,3094,WATERBURY STATE COMPLEX,0.26,Food Establishment,Restaurant,,103 S MAIN ST,WATERBURY,WASHINGTON,05676,(802) 241-3217,,,1
480681.335766768,205558.114759921,3095,CAFORIA'S MEAT DELI,0.13,Food Establishment,Restaurant,Deli,1100 WATERBURY STOWE ROAD,WATERBURY,WASHINGTON,05676,,,,1
480681.335766768,205558.114759921,3096,HONG KONG CHINESE RESTAURANT,0.05,Food Establishment,,,1100 WATERBURY-STOWE RD,WATERBURY,WASHINGTON,05676,802-244-1288,,,1
480681.335766768,205558.114759921,3097,CUMMINGS CORNER,0.18,Food Establishment,Grocery,,1100 WATERBURY-STOWE RD,WATERBURY,WASHINGTON,05676,(802) 241-4100,,,1
480849.713888844,205879.855902242,3099,PK PIZZA & DELI,0.26,Food Establishment,Restaurant,,1281 WATERBURY-STOWE RD,WATERBURY,WASHINGTON,05676,(802) 655-0546,,,1
479600.780250492,204216.893632411,3100,MARSALA SALSA,0.26,Food Establishment,Restaurant,,13 STOWE ST,WATERBURY,WASHINGTON,05676,,,,1
479568.91626831,204228.104732127,3101,THE BLUE STONE,0.525,Food Establishment,Restaurant,,13-15 STOWE ST,WATERBURY,WASHINGTON,05602,8028828188,,,1
480108.759691315,203426.405757433,3102,KADRIC BAKERY AND CATERING,0.05,Food Establishment,Caterer,,135 S MAIN ST,WATERBURY,WASHINGTON,05676,8022411114,,,1
479576.856220244,204216.968325027,3103,WATERBURY AREA SENIOR CENTER -M-F,0.1,Food Establishment,Senior meals,,14 STOWE STREET,WATERBURY,WASHINGTON,05676,(802) 244-1234,,,1
481009.231339269,205901.613571172,3104,BEN & JERRYS FACTORY ,0.13,Food Establishment,Concession Stand,,1281 WATERBURY STOWE RD,WATERBURY,WASHINGTON,05676,8028822039,http://www.benjerry.com/,,1
479990.778347911,206571.350695214,3105,BLUSH HILL COUNTRY CLUB,1.155,Food Establishment,Restaurant,,141 LONESONE TRAIL RD,WATERBURY,WASHINGTON,05676,8022448974,,,1
480204.130999624,203315.000584904,3107,SUBWAY ,0.168,Food Establishment,Restaurant,,149 S MAIN ST,WATERBURY,WASHINGTON,05676,8022795351,,,1
480228.15910786,203348.262621232,3108,VITALITY MART LLC,0.2625,Food Establishment,Restaurant,,150 SOUTH MAIN ST,WATERBURY,WASHINGTON,05676,8023718706,,,1
479592.978995168,204272.47597264,3109,POST #59/HARRY CUTTING,0.05,Food Establishment,Private Club,,16 STOWE ST,WATERBURY,WASHINGTON,05676,8022448144,,,1
476728.965285488,206204.358688703,3110,CIDER HOUSE BBQ AND PUB,0.861,Food Establishment,Restaurant,,1675 US ROUTE 2,WATERBURY,WASHINGTON,05676,,http://www.ciderhousevt.com/,,1
479600.814921098,204228.005122507,3111,KC'S BAGEL CAFE,0.2625,Food Establishment,Bakery,,19 STOWE ST STE 1,WATERBURY,WASHINGTON,05676,8022441740,http://kcsbagelcafe.com/,https://www.facebook.com/pages/Kcs-Bagel-Cafe/117432591608316,1
479441.566250478,204306.285163426,3113,"OLD STAGECOACH INN, THE",0.42,Food Establishment,Restaurant,,18 N MAIN ST,WATERBURY,WASHINGTON,05676,8022979630,,,1
479608.789584293,204227.980244422,3114,LASTRADA BAKERY & CATERING,0.13,Food Establishment,Bakery,,19 STOWE ST,WATERBURY,WASHINGTON,05676,8022441138,,,1
479251.481549211,204718.015149846,3115,ZACHARYS PIZZA,0.525,Food Establishment,Restaurant,,2 BUTLER ST,WATERBURY,WASHINGTON,05676,8022445659,,,1
482546.952417807,208508.55633309,3116,CENTER BAKERY & GENERAL STORE THE,0.18,Food Establishment,Grocery,,2007 GUPTIL RD,WATERBURY,WASHINGTON,05676,(802) 244-7500,,,1
482546.952417807,208508.55633309,3117,VERMONT CAKE STUDIO,0.13,Food Establishment,Bakery,,2007 GUPTIL RD,WATERBURY,WASHINGTON,05676,8023630206,,,1
480490.065599853,202914.124786746,3118,KELLEE'S CREEMEE AND GRILL,0.18,Food Establishment,Grocery,,23 COMMERCIAL DR,WATERBURY,WASHINGTON,05676,,,,1
479584.588014753,204139.162992548,3119,ALCHEMIST PUB & BREWERY,0.26,Food Establishment,Restaurant,,23 S MAIN ST,WATERBURY,WASHINGTON,05676,(802) 253-8876,,,1
479584.588014753,204139.162992548,3120,PROHIBITION PIG,0.63,Food Establishment,Restaurant,,23 S MAIN ST,WATERBURY,WASHINGTON,05676,8023109190,,,1
477490.136086212,198034.676806017,3121,DUXBURY COUNTRY STORE AND CAMPGROUND,0.18,Food Establishment,Grocery,,2542 VERMONT ROUTE 100,WATERBURY,WASHINGTON,05676,,,https://www.facebook.com/pages/Duxbury-Country-Store-Campground/124339327622858,1
479616.937465906,204283.512829422,3122,JING JI'S,0.05,Food Establishment,Caterer,,26 STOWE ST,WATERBURY,WASHINGTON,05676,(802) 334-8331,,,1
479529.808405177,204472.682294778,3123,SQUIER HOUSE,0.0735,Nursing/Assisted Living,Residential Facility,,26 UNION STREET,WATERBURY,WASHINGTON,05676,,,,1
481771.622536311,207688.413304852,3124,CABOT FOOD ANNEX STORE,0.18,Food Establishment,Grocery,Specialty foods,2653 WATERBURY STOWE ROAD,WATERBURY,WASHINGTON,05676,,http://www.cabotcheese.coop/pages/visit_us/cabot_annex.php,https://www.facebook.com/cabot?v=app_11007063052,1
481771.622536311,207688.413304852,3125,Dunkin’ Donuts,0.26,Food Establishment,Restaurant,,2653 WATERBURY STOWE ROAD,WATERBURY,WASHINGTON,05671,,,,1
481853.680647041,205665.87021837,3126,COUNTRY CLUB OF VERMONT,0.42,Food Establishment,Restaurant,,2800 COUNTRY CLUB RD,WATERBURY,WASHINGTON,05677,8022441800,,,1
481980.080326339,208132.300335104,3127,SUNFLOWER NATURAL FOODS,0.18,Food Establishment,Grocery,,2934 WATERBURY-STOWE ROAD,WATERBURY,WASHINGTON,05677,,http://www.sunflowernaturalfoodsvt.com/,,1
469427.449154712,208167.895831761,3129,BOLTON STORE,0.05,Food Establishment,Caterer,,3033 THEODORE ROOSEVELT HWY,BOLTON,WASHINGTON,05676,,,https://www.facebook.com/pages/Bolton-Store/149696308407576,1
482060.81724449,208509.873968622,3130,GRAND VIEW WINERY,,Food Manufacturer,Alcohol Manufacturer,Wine,3200 WATERBURY STOWE RD,WATERBURY,WASHINGTON,05676,(802) 2447-012,,,1
482452.723040165,209031.056439328,3131,COLD HOLLOW CIDER MILL,0.18,Food Establishment,Bakery,,3600 WATERBURY-STOWE RD,WATERBURY,WASHINGTON,05677,8022448771,,,1
482405.00014148,209064.519861319,3133,EMERYS VILLAGE STORE & DELI,0.18,Food Establishment,Grocery,,3627 WATERBURY STOWE RD,WATERBURY,WASHINGTON,05677,(802) 249-4580,,,1
479704.313071087,204172.125017773,3134,GREEN MOUNTAIN COFFEE ROASTERS OUTLET,0.063,Food Establishment,Restaurant,,40 FOUNDRY ST,WATERBURY,WASHINGTON,05676,(802) 882-2134,,,1
479704.313071087,204172.125017773,3135,HONEY & FRUIT,,Food Manufacturer,Food Processor,,40 FOUNDRY ST,WATERBURY,WASHINGTON,05676,(802) 2447-662,,,1
479704.313071087,204172.125017773,3136,SUNJAS ORIENTAL FOODS INC,0.211538461538462,Food Manufacturer,Food Processor,,40 FOUNDRY ST,WATERBURY,WASHINGTON,05676,(802) 2447-644,,,1
479704.313071087,204172.125017773,3137,SUNJAS ORIENTAL FOODS,0.05,Food Establishment,Food Processor,,40 FOUNDRY ST,WATERBURY,WASHINGTON,05676,8022447644,,,1
479704.313071087,204172.125017773,3138,AZTLAN FOODS,0.05,Food Establishment,Caterer,,40 FOUNDRY ST,WATERBURY,WASHINGTON,05670,8022445570,,,1
479720.021265382,204094.295104773,3139,GREEN MOUNTAIN MEXICAN FOODS INC,0.05,Food Establishment,Caterer,,44 FOUNDRY ST,WATERBURY,WASHINGTON,05676,(802) 224-5400,,,1
480209.345240008,205037.281403253,3140,BEST WESTERN INN,1.428,Food Establishment,Restaurant,,45 BLUSH HILL RD,WATERBURY,WASHINGTON,05676,8022447822,,,1
479299.150008742,204662.305966771,3141,MAXIS RESTAURANT,0.441,Food Establishment,Restaurant,,47 N MAIN ST,WATERBURY,WASHINGTON,05676,8022440910,http://www.maxisrestaurant.com,,1
479816.50818197,204349.563231825,3142,THATCHER BROOK PRIMARY SCHOOL,0.24973,Food Establishment,School,,47 STOWE ST,WATERBURY,WASHINGTON,05676,8022447195,,,1
482540.359572692,206041.793766897,3143,SANDRA MCPOLAND CATERING,0.05,Food Establishment,Caterer,,483 TWIN PEAKS RD,WATERBURY,WASHINGTON,05676,(802) 244-6142,,,1
482610.260699362,211330.751177422,3144,BIRDS NEST INN,0.26,Food Establishment,Restaurant,,5088 WATERBURY-STOWE RD,WATERBURY,WASHINGTON,05676,(802) 244-7490,,,1
479259.208823834,204640.209356411,3145,CROSSROAD DELI & BAKERY,0.13,Food Establishment,Convenience Store,Deli,52 NO MAIN ST,WATERBURY,WASHINGTON,05676,8022445062,,,1
481031.839180883,202701.41150433,3146,ICE CENTER,0.42,Food Establishment,Restaurant,,546 RIVER RD,WATERBURY,WASHINGTON,05676,8022444040,,,1
483115.724893466,206562.526847163,3147,WATERBURY BEVERAGE AND STATE LIQUOR STORE,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",576 KNEELAND FLTS,WATERBURY,WASHINGTON,05676,,,,1
479743.567061464,203971.994583387,3149,KIRBY HOUSE,0.22575,Nursing/Assisted Living,Residential Facility,,64 SOUTH MAIN STREET,WATERBURY,WASHINGTON,05676,,,,1
480601.407503223,205491.681869498,3150,LE PETIT GOURMET CATERING,0.05,Food Establishment,Caterer,,6580 STOWE ROAD,WATERBURY,WASHINGTON,05676,,http://lepetitgourmetcatering.com/,,1
479878.970661192,203916.018530666,3151,PARK ROW CAFE,0.483,Food Establishment,Restaurant,,7 PARK ROW,WATERBURY,WASHINGTON,05676,8022445111,,,1
481979.160414383,207798.953675793,3152,JIMMZ PIZZA,0.315,Food Establishment,Restaurant,,70 MCNEIL RD,WATERBURY,WASHINGTON,05677,8022532180,,,1
480353.105172259,205114.628925051,3153,FASTOP,0.18,Food Establishment,Convenience Store,,713 WATERBURY STOWE RD,WATERBURY,WASHINGTON,05676,8028641519,,,1
479148.102250134,204807.237012995,3154,CHINA STAR ,0.273,Food Establishment,Restaurant,,76 SOUTH MAIN ST,WATERBURY,WASHINGTON,05676,8022441968,,,1
479815.238926023,203938.438151068,3155,WATERBURY VILLAGE MARKET,0.72,Food Establishment,Grocery,,80 S MAIN ST,,WASHINGTON,05676,(802) 244-1804,,,1
460306.666553289,212928.466586239,3156,VILLAGE MARKET OF WATERBURY,0.05,Food Establishment,Bakery,,80 S MAIN ST,WATERBURY,WASHINGTON,05477,8022441804,,,1
480560.913957389,205280.68163131,3157,SHAWS #649,0.72,Food Establishment,Bakery,,820 WATERBURY STOWE RD,WATERBURY,WASHINGTON,05676,8022414113,,,1
480224.216846948,204681.665098739,3158,HEN OF THE WOOD WATERBURY,0.26,Food Establishment,Restaurant,,92 STOWE ST,WATERBURY,WASHINGTON,05676,8025229402,http://www.henofthewood.com/,,1
479552.897438111,204205.931615287,3161,BLACK BACK PUB,0.378,Food Establishment,Restaurant,,1 STOWE ST UNIT 2,WATERBURY,WASHINGTON,05676,8027356176,,,1
480432.907490495,205136.612735787,3162,BILLINGS MOBIL,0.21,Food Establishment,Restaurant,,758 WATERBURY STOWE RD,WATERBURY,WASHINGTON,05676,8022446673,,,1
484743.838616392,217570.204304178,3163,POTLICKER KITCHEN,0,Food Manufacturer,Food Processor,,192 THOMAS LN,STOWE,WINDSOR,05032,8502122749,http://potlickerkitchen.com,,1
482457.040415623,213597.951224514,3164,VERMONT WINE RACK,0.18,Food Establishment,Grocery,"Beer, wine, liquor store",251 RUSSELL ROAD,WATERBURY CENTER,WASHINGTON,05677,,,,1
481771.622536311,207688.413304852,3165,JUNIS DOG HAUS,0.05,Food Establishment,Caterer,,2653 WATERBURY-STOWE ROAD,WATERBURY CENTER,WASHINGTON,05660,,,,1
484057.102619889,206849.063250425,3166,MOUNTAIN MEADOW VIEW,0.084,Food Establishment,B&B,,315 SHAW MANSION RD,WATERBURY,WASHINGTON,05677,8022448944,,,1
482452.723040165,209031.056439328,3167,APPLE CORE LUNCHEONETTE,0.504,Food Establishment,Restaurant,,3600 WATERBURY-STOWE RD,WATERBURY,WASHINGTON,05677,8022448771,,,1
482598.679568728,209975.156928648,3168,MICHAELS ON THE HILL RESTAURANT,0.861,Food Establishment,Restaurant,,4182 WATERBURY STOWE RD,WATERBURY,WASHINGTON,05677,,http://www.michaelsonthehill.com/,,1
506726.792829293,215633.477028101,3169,WOODBURY VILLAGE STORE,0.18,Food Establishment,Grocery,,21 VALLEY LAKE RD,WOODBURY,WASHINGTON,05681,(802) 472-3500,,,1
509502.186094286,212158.977705798,3171,PATRICKS GREEN MTN TWISTERS,0.13,Food Establishment,Bakery,,528 KEENE FARM RD,WOODBURY,WASHINGTON,05658,8024567444,,,1
507933.610273594,218268.314633454,3173,GREEN MOUNTAIN CONSERVATION,0.39375,Food Establishment,Camp,,BUCK LAKE,WOODBURY,WASHINGTON,05651,,,,1
506859.865306186,217778.177737226,3174,ABBEY GROUP @ BUCK LAKE CAMP,0.05,Food Establishment,Camp,,BUCK LAKE ROAD,WOODBURY,WASHINGTON,05450,,,,1
506671.170328345,215533.414533584,3175,WOODBURY ELEMENTARY SCHOOL,0.026555,Food Establishment,School,,63 VALLEY LAKE RD,WOODBURY,WASHINGTON,05681,8024725715,,,1
500833.825029688,231575.531601044,3176,PONDVIEW BARBEQUE,0.05,Food Establishment,Caterer,,142 WEST HILL ROAD,WORCESTER,WASHINGTON,05601,,,,1
496341.148787447,206908.413403216,3177,HUNDRED ACRE HOMESTEAD,0.063,Nursing/Assisted Living,Residential Facility,,171 GOULD HILL ROAD,WORCESTER,WASHINGTON,05682,(802) 223-9122,,,1
495983.046163912,207897.551583067,3179,POST OFFICE CAFE,0.0945,Food Establishment,Restaurant,,34 WORCESTER VILLAGE RD,WORCESTER,WASHINGTON,05682,8022256687,,,1
493673.685312079,209943.911444679,3180,BON TEMPS GOURMET,0.05,Food Establishment,Lodging,,414 MINISTER BROOK RD,WORCESTER,WASHINGTON,05682,8022230236,,,1
495983.025658443,207864.216926194,3181,LBJS GROCERY,0.18,Food Establishment,Convenience Store,,44 WORCESTER VILLAGE RD,WORCESTER,WASHINGTON,05682,8022237958,,,1
496182.429752451,208119.663144319,3182,DOTY MEMORIAL SCHOOL,0.04181,Food Establishment,School,,24 CALAIS RD,WORCESTER,WASHINGTON,05682,8022235656,,,1
504499.529491693,69996.2484516878,3184,READMORE,0.42,Food Establishment,Restaurant,,1 HAPGOOD ST,BELLOWS FALLS,WINDHAM,05101,(802) 463-9415,,,1
504524.101374167,69751.8637732676,3185,FINAL CUT THE,0.05,Food Establishment,Caterer,,105 WESTMINSTER STREET,BELLOWS FALLS,WINDHAM,05101,,,,1
504287.559209798,70662.6603345174,3186,LAZO'S PIZZA PALACE,0.26,Food Establishment,Restaurant,,111 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,,,,1
504279.416450486,70673.764365327,3187,PK'S PUBLIC HOUSE,0.399,Food Establishment,Restaurant,,113 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8027325318,,,1
504165.481692233,70729.2395366459,3188,PENGUIN MARKET,0.189,Food Establishment,Restaurant,,124 ROCKINGHAM STREET,BELLOWS FALLS,WINDHAM,05101,,,,1
503823.70724569,70862.3490580625,3189,LISAIS MARKET,0.05,Food Establishment,Convenience Store,,128 ATKINSON ST,BELLOWS FALLS,WINDHAM,05101,8024634118,,,1
499593.616602135,77460.1557135285,3190,VERMONT COUNTRY STORE INC,0.72,Food Establishment,Grocery,,1292 ROCKINGHAM ROAD,BELLOWS FALLS,WINDHAM,05101,,,,1
504059.684430105,70784.7214554238,3192,DARI JOY,0.378,Food Establishment,Restaurant,,140 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8024639816, www.darijoy.com,,1
503913.211021358,70840.1815486891,3193,7-ELEVEN,0.18,Food Establishment,Convenience Store,,154 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8573139337,http://www.cumberlandfarms.com/,,1
503294.289871646,72117.4076788957,3194,HARVEST BARN INN,0.105,Food Establishment,Lodging,,16 WEBB TER,BELLOWS FALLS,WINDHAM,05101,8027328254,,,1
504499.118973848,70618.360077494,3195,BELLOWS FALLS FARMERS' MARKET,0.18,Food Establishment,Grocery,Farmers' Market,17 DEPOT STREET,BELLOWS FALLS,WINDHAM,05101,,http://www.bffarmersmarket.com/,https://www.facebook.com/BellowsFallsFarmersMarket,1
503391.937167996,72039.6913942094,3197,JOY WAH,1.5015,Food Establishment,Restaurant,,287 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,802-463-9761,,https://www.facebook.com/pages/Joy-Wah-Chinese-Restaurant/113475315353709,1
504564.183375913,70651.7307655195,3198,VERMONT TREATS,0.26,Food Establishment,Restaurant,,30 ISLAND ST,BELLOWS FALLS,WINDHAM,05101,,,,1
504271.684331774,70029.4293219935,3199,STERLING HOUSE OF ROCKINGHAM,0.105,Nursing/Assisted Living,Residential Facility,,33 ATKINSON STREET,BELLOWS FALLS,WINDHAM,05101,(802) 463-0137,,,1
504523.637052323,70451.7391254079,3200,POPOLO,2.961,Food Establishment,Restaurant,,36 THE SQUARE,BELLOWS FALLS,WINDHAM,05101,8024607676,,,1
504409.689409482,70518.3193398419,3201,PIERCE-LAWTON POST #37,1.0395,Food Establishment,Restaurant,,42 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8024639700,,,1
504499.434196761,70140.6671674991,3202,BELLOWS FALLS MOOSE FAMILY CENTER 527,2.1,Food Establishment,Restaurant,,59 WESTMINSTER ST,BELLOWS FALLS,WINDHAM,05101,8024634054,,,1
504385.238661732,70584.9584397978,3203,NICK'S BAR AND GRILL,0.13,Food Establishment,Restaurant,Bars/Pubs,65 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,,,,1
504385.238661732,70584.9584397978,3204,DONOVAN'S,0.525,Food Establishment,Restaurant,,65 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8024634940,,https://www.facebook.com/pages/Donovans/407905999684794,1
504523.637052323,70451.7391254079,3205,SUBWAY,0.252,Food Establishment,Restaurant,,61 THE SQUARE,BELLOWS FALLS,WINDHAM,05101,8028819817,,,1
503398.884930673,74417.061526181,3206,LESLIE'S TAVERN AT ROCKINGHAM,1.05,Food Establishment,Restaurant,,660 ROCKINGHAM RD,BELLOWS FALLS,WINDHAM,05101,8024634929,http://www.lesliestavern.com/,,1
504157.793068268,69996.0315220809,3207,RIVER MIST,0.063,Food Establishment,Restaurant,,7 BURT STREET,BELLOWS FALLS,WINDHAM,05101,,,,1
504491.10753536,70429.4993338535,3208,MANDY'S MARKET,0.72,Food Establishment,Grocery,,7 N SHORE DR,BELLOWS FALLS,WINDHAM,05101,,,,1
504523.637052323,70451.7391254079,3209,VALLEY PROVISIONS,0.252,Food Establishment,Restaurant,,7 THE SQUARE,BELLOWS FALLS,WINDHAM,05101,,,,1
503415.075108145,74561.4893850308,3210,Jiffy Mart,0.05,Food Establishment,Convenience Store,,705 ROCKINGHAM RD,BELLOWS FALLS,WINDHAM,05101,8027328467,,,1
504499.580803384,69918.4845414335,3211,ATHENS PIZZA HOUSE INC,0.735,Food Establishment,Restaurant,,83 WESTMINSTER ST,BELLOWS FALLS,WINDHAM,05101,8024639777,http://www.athenspizzaonline.com/zgrid/themes/794/intro/index.jsp,http://www.facebook.com/pages/Athens-Pizza-House-Inc-Bellows-Falls-Vermont/10150098857885335,1
504035.428744895,70529.1966933998,3212,FAMOUS PIZZA,0.2625,Food Establishment,Restaurant,,89 ATKINSON ST,BELLOWS FALLS,WINDHAM,05101,8024633425,,https://www.facebook.com/pages/Famous-Pizza/111546848885284,1
504336.423388111,70584.9272164601,3213,MISS BELLOWS FALLS DINER,0.315,Food Establishment,Restaurant,,90 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,8024633909,,,1
503978.464163542,70551.3815029124,3214,LISAIS CORNER DELI,0.126,Food Establishment,Restaurant,,92 ATKINSON ST,BELLOWS FALLS,WINDHAM,05101,8024634118,,http://www.facebook.com/pages/Lisais-Market-Bellows-Falls/166111980074330,1
504328.287509179,70584.9220465511,3215,FAT FRANKS,0.26,Food Establishment,Restaurant,,92 ROCKINGHAM ST,BELLOWS FALLS,WINDHAM,05101,,http://fat-franks.com/,https://www.facebook.com/pages/Fat-Franks-The-Wurst-Place-in-Bellows-Falls/109552234684,1
504328.287509179,70584.9220465511,3216,SHONA GRILL,0.42,Food Establishment,Restaurant,,92 ROCKINGHAM STREET,BELLOWS FALLS,WINDHAM,05154,,,,1
504499.624784296,69851.8297688186,3217,JAMES PETRO,0.05,Food Establishment,Convenience Store,,97 WESTMINSTER ST,BELLOWS FALLS,WINDHAM,05302,8024633122,,,1
503994.696946295,70618.0458633162,3218,COUNTY VILLAGE COMMUNITY CARE HOME,0.126,Nursing/Assisted Living,Residential Facility,,99 ATKINSON STREET,BELLOWS FALLS,WINDHAM,05101,(802) 463-4722,,,1
502504.024735076,75549.8140597339,3219,PAPA DOG #3,0.05,Food Establishment,Caterer,,ROUTE 103,BELLOWS FALLS,WINDHAM,05101,,,,1
494818.665636512,39858.3602228316,3220,BRATTLEBORO RETREAT THE,0.78225,Food Establishment,Hospital,,1 ANNA MARSH LN,BRATTLEBORO,WINDHAM,05302,8022577785,http://www.brattlebororetreat.org/,,1
494616.736211019,42902.281394896,3221,SCHOOL FOR INTERNATIONAL TRAINING,0.155375,Food Establishment,Restaurant,,1 KIPLING RD,BRATTLEBORO,WINDHAM,05302,802-258-3357,http://www.sit.edu/,,1
495251.139042715,38891.6001820943,3222,VEGETARIAN PARADISE FOOD & CRAFT,0.26,Food Establishment,Restaurant,,10 CANAL ST,BRATTLEBORO,WINDHAM,05301,(802) 221-8562,,,1
495251.139042715,38891.6001820943,3223,SALA THAI,0.2415,Food Establishment,Restaurant,,10 CANAL STREET UNIT 101,BRATTLEBORO,WINDHAM,05301,,,,1
494779.505947751,42102.332747224,3224,HOLIDAY INN EXPRESS HOTEL & SUITES,0.504,Food Establishment,Lodging,,100 CHICKERING DR,BRATTLEBORO,WINDHAM,05301,8022572400,,,1
495261.730012748,42401.9172325951,3225,KFC,0.26,Food Establishment,Restaurant,,1007 PUTNEY ROAD,BRATTLEBORO,WINDHAM,05301,,,,1
491679.947275501,39450.4193692587,3226,TOP TIER BAKING CO,0.13,Food Establishment,Bakery,,475 Coolidge  HWY,BRATTLEBORO,WINDHAM,05301,8024900896,,,1
491671.787772399,39461.5378467434,3227,WEST BRATTLEBORO PIZZA,0.2625,Food Establishment,Restaurant,,1012 WESTERN AVE,BRATTLEBORO,WINDHAM,05303,8022570008,,,1
491655.455381594,39472.6662349773,3228,7 ELEVEN STORE #32510K,0.26,Food Establishment,Convenience Store,,1020 WESTERN AVE,BRATTLEBORO,WINDHAM,05301,8022543426,http://www.7-eleven.com/,,1
495286.268757015,42446.334982637,3229,McDonald’s,0.26,Food Establishment,Restaurant,,1027 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,8022548528,,,1
495030.323599354,38714.0185697848,3230,TAMIS DINER,0.26,Food Establishment,Restaurant,,105 CANAL ST,BRATTLEBORO,WINDHAM,05301,(802) 257-7744,,,1
495030.323599354,38714.0185697848,3231,THREE STONES,0.3255,Food Establishment,Restaurant,,105 CANAL ST,BRATTLEBORO,WINDHAM,05301,8022461035,,,1
495302.675791118,42546.3016417013,3232,Wendy’s,0.987,Food Establishment,Restaurant,,1059 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,6037364854,,,1
495319.036990687,42579.6164520513,3234,Dunkin’ Donuts,0.168,Food Establishment,Bakery,,328 MARLBORO RD,BRATTLEBORO,WINDHAM,05301,6033524077,,,1
492354.07929781,43004.4027176172,3235,VERMONT SEASONS FINE CATERING,2.25,Food Establishment,Caterer,,1073 UPPER DUMMERSTON ROAD,BRATTLEBORO,WINDHAM,05301,,http://www.vermontseasonscatering.com/,,1
494955.70999199,37281.0665595378,3237,BRATTLEBORO AREA MIDDLE SCHOOL UHSD #6,0.09125,School,School,,109 SUNNY ACRES,BRATTLEBORO,WINDHAM,05301,(802) 257-3029,,,1
495112.41652765,39213.846465589,3238,BRATTLEBORO SHRINE,1.575,Food Establishment,Restaurant,,11 GREEN ST,BRATTLEBORO,WINDHAM,05301,8022544490,,,1
495384.472752237,42701.7674467087,3239,RAMUNTO'S BRICK OVEN PIZZA,0.26,Food Establishment,Restaurant,,1111 PUTNEY RD,BRATTLEBORO,WINDHAM,05301,8025791226,,,1
495267.669471384,39158.1950316403,3241,AMYS BAKERY ARTS CAFE,0.2625,Food Establishment,Restaurant,,113 MAIN ST,BRATTLEBORO,WINDHAM,05301,8022511071,,,1
